flight_id,date,airline,origin,destination,dep_delay,arr_delay,distance,day_of_week,month,hour,cancelled,diverted,weather_delay,carrier_delay,nas_delay,late_aircraft_delay,is_delayed
32458,2022-12-26,Southwest,BWI,ATL,,,1873,1,12,7,1,0,0.0,0.0,0.0,0.0,
32471,2022-12-26,Southwest,TPA,LAX,37.8,39.1,1626,1,12,13,0,0,11.3,9.4,7.6,9.4,1.0
33108,2022-12-26,Alaska,PDX,ATL,-3.5,-1.2,1207,1,12,10,0,0,0.0,0.0,0.0,0.0,0.0
36076,2022-12-26,Alaska,HNL,LAS,,,927,1,12,7,1,0,0.0,0.0,0.0,0.0,
37429,2022-12-26,Southwest,SAN,EWR,13.5,20.9,410,1,12,19,0,0,4.0,3.4,2.7,3.4,1.0
38446,2022-12-26,Hawaiian,MDW,JFK,4.9,3.8,1333,1,12,3,0,0,1.5,1.2,1.0,1.2,0.0
39557,2022-12-26,Delta,JFK,SLC,4.3,-6.9,727,1,12,9,0,0,1.3,1.1,0.9,1.1,0.0
40435,2022-12-26,Delta,MIA,DFW,-15.1,-43.6,2222,1,12,13,0,0,0.0,0.0,0.0,0.0,0.0
40772,2022-12-26,American,SFO,DCA,255.1,255.2,2315,1,12,9,0,0,76.5,63.8,51.0,63.8,1.0
42994,2022-12-26,Delta,SAN,MIA,3.5,5.8,508,1,12,11,0,0,1.0,0.9,0.7,0.9,0.0
44111,2022-12-26,Frontier,MDW,ORD,9.3,8.7,1541,1,12,5,0,0,2.8,3.5,1.9,1.1,0.0
44616,2022-12-26,Hawaiian,ORD,LAX,,,1385,1,12,8,1,0,0.0,0.0,0.0,0.0,
44689,2022-12-26,American,DCA,BWI,-4.0,6.3,390,1,12,6,0,0,0.0,0.0,0.0,0.0,0.0
46168,2022-12-26,Southwest,ATL,BWI,18.6,8.3,1697,1,12,8,0,0,5.6,4.6,3.7,4.6,0.0
46823,2022-12-26,United,ORD,MIA,11.5,0.0,2357,1,12,18,0,0,3.4,2.9,2.3,2.9,0.0
46916,2022-12-26,Southwest,PDX,ATL,12.5,16.1,1207,1,12,15,0,0,3.8,3.1,2.5,3.1,1.0
47089,2022-12-26,Alaska,MSP,EWR,9.2,-2.6,1936,1,12,6,0,0,2.8,2.3,1.8,2.3,0.0
49413,2022-12-26,United,STL,HNL,-0.7,-15.4,209,1,12,16,0,0,0.0,0.0,0.0,0.0,0.0
49657,2022-12-26,Delta,DEN,DCA,25.5,26.6,525,1,12,7,0,0,7.6,6.4,5.1,6.4,1.0
49944,2022-12-26,Delta,TPA,MIA,32.3,45.5,492,1,12,15,0,0,9.7,8.1,6.5,8.1,1.0
1547,2022-12-27,JetBlue,SLC,ORD,25.9,29.6,2366,2,12,22,0,0,7.8,6.5,5.2,6.5,1.0
1751,2022-12-27,Southwest,BWI,BOS,-1.5,-1.1,1729,2,12,18,0,0,0.0,0.0,0.0,0.0,0.0
2910,2022-12-27,American,MSP,SAN,20.4,35.5,849,2,12,10,0,0,6.1,5.1,4.1,5.1,1.0
3192,2022-12-27,Alaska,BWI,DTW,-4.0,-15.2,445,2,12,17,0,0,0.0,0.0,0.0,0.0,0.0
10653,2022-12-27,Southwest,SLC,DTW,3.8,0.3,1999,2,12,20,0,0,1.1,1.0,0.8,0.9,0.0
11979,2022-12-27,United,PDX,JFK,5.3,6.5,2088,2,12,13,0,0,1.6,1.3,1.1,1.3,0.0
13274,2022-12-27,American,FLL,LAX,-6.3,-7.8,2346,2,12,10,0,0,0.0,0.0,0.0,0.0,0.0
13471,2022-12-27,American,DEN,HNL,1.9,10.5,1739,2,12,8,0,0,0.6,0.5,0.4,0.5,0.0
14179,2022-12-27,American,AUS,SAN,7.5,16.9,2026,2,12,5,0,0,2.2,1.9,1.5,1.9,1.0
15429,2022-12-27,Delta,MIA,ATL,20.2,2.1,1363,2,12,18,0,0,6.1,5.0,4.0,5.0,0.0
16121,2022-12-27,Spirit,SEA,PHX,-4.4,-2.2,912,2,12,23,0,0,0.0,0.0,0.0,0.0,0.0
18014,2022-12-27,Southwest,BOS,SFO,35.0,44.7,1080,2,12,17,0,0,10.5,8.8,7.0,8.7,1.0
18302,2022-12-27,Southwest,MCO,LAX,5.1,-12.7,575,2,12,5,0,0,1.5,1.3,1.0,1.3,0.0
19676,2022-12-27,Frontier,JFK,PHX,11.1,5.0,1629,2,12,17,0,0,3.3,4.2,2.2,1.3,0.0
19792,2022-12-27,American,DCA,DFW,-8.2,-26.9,1853,2,12,6,0,0,0.0,0.0,0.0,0.0,0.0
19953,2022-12-27,Delta,PHX,MDW,22.1,25.4,1607,2,12,13,0,0,6.6,5.5,4.4,5.5,1.0
22149,2022-12-27,United,CLT,DFW,,,1001,2,12,4,1,0,0.0,0.0,0.0,0.0,
22711,2022-12-27,United,SFO,LAS,37.8,40.2,486,2,12,12,0,0,11.3,9.4,7.6,9.4,1.0
23423,2022-12-27,American,ORD,PDX,4.9,23.2,913,2,12,1,0,0,1.5,1.2,1.0,1.2,1.0
24731,2022-12-27,United,ORD,DTW,10.4,15.4,1273,2,12,17,0,0,3.1,2.6,2.1,2.6,1.0
27075,2022-12-27,American,JFK,ATL,22.5,13.0,2369,2,12,13,0,0,6.8,5.6,4.5,5.6,0.0
27411,2022-12-27,Delta,ATL,MSP,6.6,6.3,1498,2,12,13,0,0,2.0,1.6,1.3,1.6,0.0
27844,2022-12-27,Southwest,MIA,PHX,30.5,53.3,1309,2,12,8,0,0,9.2,7.6,6.1,7.6,1.0
28448,2022-12-27,Southwest,MIA,BOS,-5.1,-2.0,571,2,12,11,0,0,0.0,0.0,0.0,0.0,0.0
28604,2022-12-27,American,EWR,DFW,72.1,66.5,479,2,12,7,0,0,21.6,18.0,14.4,18.0,1.0
28677,2022-12-27,Allegiant,DFW,ATL,29.0,24.6,2226,2,12,20,0,0,8.7,10.2,5.8,4.4,1.0
32136,2022-12-27,Delta,SLC,PDX,6.2,0.3,280,2,12,9,0,0,1.9,1.6,1.2,1.5,0.0
32367,2022-12-27,American,FLL,STL,2.4,17.0,1966,2,12,10,0,0,0.7,0.6,0.5,0.6,1.0
32814,2022-12-27,Frontier,CLT,PDX,16.9,19.4,1963,2,12,10,0,0,5.1,6.4,3.4,2.0,1.0
33337,2022-12-27,Southwest,EWR,MDW,-22.9,-26.8,924,2,12,13,0,0,0.0,0.0,0.0,0.0,0.0
34184,2022-12-27,JetBlue,MIA,DFW,-4.6,2.8,2222,2,12,16,0,0,0.0,0.0,0.0,0.0,0.0
34817,2022-12-27,United,SAN,SFO,51.0,36.9,646,2,12,19,0,0,15.3,12.8,10.2,12.7,1.0
36405,2022-12-27,Allegiant,ATL,LAS,12.2,10.6,2392,2,12,15,0,0,3.7,4.3,2.4,1.8,0.0
36898,2022-12-27,American,DEN,PDX,3.8,3.2,838,2,12,6,0,0,1.1,1.0,0.8,0.9,0.0
37858,2022-12-27,Frontier,JFK,HNL,-0.1,14.1,2454,2,12,9,0,0,0.0,0.0,0.0,0.0,0.0
38843,2022-12-27,Delta,HNL,SEA,2.8,-7.8,2237,2,12,9,0,0,0.8,0.7,0.6,0.7,0.0
39752,2022-12-27,American,CLT,LAX,-7.1,2.8,1582,2,12,6,0,0,0.0,0.0,0.0,0.0,0.0
40553,2022-12-27,Delta,BNA,AUS,40.3,51.0,701,2,12,9,0,0,12.1,10.1,8.1,10.1,1.0
41021,2022-12-27,JetBlue,BOS,PHX,-0.2,-11.2,2360,2,12,14,0,0,0.0,0.0,0.0,0.0,0.0
42186,2022-12-27,American,STL,CLT,21.2,26.8,1424,2,12,15,0,0,6.4,5.3,4.2,5.3,1.0
42558,2022-12-27,Alaska,EWR,ATL,8.6,25.4,1863,2,12,8,0,0,2.6,2.2,1.7,2.1,1.0
43109,2022-12-27,United,BWI,PHX,68.1,74.9,2530,2,12,5,0,0,20.4,17.0,13.6,17.0,1.0
43661,2022-12-27,Southwest,EWR,STL,-8.8,-17.2,1308,2,12,17,0,0,0.0,0.0,0.0,0.0,0.0
45091,2022-12-27,Spirit,MIA,IAH,-7.4,-24.8,995,2,12,7,0,0,0.0,0.0,0.0,0.0,0.0
45140,2022-12-27,Delta,SEA,IAH,18.4,27.9,397,2,12,7,0,0,5.5,4.6,3.7,4.6,1.0
47943,2022-12-27,Frontier,IAH,MDW,35.4,44.9,836,2,12,10,0,0,10.6,13.5,7.1,4.2,1.0
48622,2022-12-27,JetBlue,LAX,PHX,-9.0,-8.2,2545,2,12,15,0,0,0.0,0.0,0.0,0.0,0.0
48860,2022-12-27,Hawaiian,BOS,ATL,4.1,2.3,1316,2,12,13,0,0,1.2,1.0,0.8,1.0,0.0
49556,2022-12-27,Delta,MCO,IAH,,,2231,2,12,17,1,0,0.0,0.0,0.0,0.0,
2013,2022-12-28,Delta,SLC,DEN,,,1769,3,12,22,1,0,0.0,0.0,0.0,0.0,
2444,2022-12-28,Hawaiian,MCO,PHX,9.8,13.5,2140,3,12,15,0,0,2.9,2.4,2.0,2.4,0.0
2890,2022-12-28,Delta,AUS,LAS,,,1211,3,12,20,1,0,0.0,0.0,0.0,0.0,
2956,2022-12-28,Southwest,AUS,IAH,-2.5,4.9,798,3,12,7,0,0,0.0,0.0,0.0,0.0,0.0
6104,2022-12-28,American,PDX,SAN,18.8,35.5,1229,3,12,15,0,0,5.6,4.7,3.8,4.7,1.0
7489,2022-12-28,United,BNA,ATL,,,2040,3,12,16,1,0,0.0,0.0,0.0,0.0,
8454,2022-12-28,Southwest,BOS,DEN,-10.5,-15.1,1771,3,12,11,0,0,0.0,0.0,0.0,0.0,0.0
9443,2022-12-28,American,CLT,ORD,7.6,7.1,1642,3,12,22,0,0,2.3,1.9,1.5,1.9,0.0
9822,2022-12-28,American,BOS,PDX,14.6,10.0,569,3,12,16,0,0,4.4,3.6,2.9,3.6,0.0
13868,2022-12-28,Southwest,AUS,PDX,10.0,17.6,2463,3,12,14,0,0,3.0,2.5,2.0,2.5,1.0
17672,2022-12-28,American,DEN,JFK,49.5,41.4,622,3,12,10,0,0,14.8,12.4,9.9,12.4,1.0
18853,2022-12-28,Delta,SAN,ATL,1.3,-9.7,854,3,12,4,0,0,0.4,0.3,0.3,0.3,0.0
20527,2022-12-28,American,IAH,DEN,4.7,-2.7,1174,3,12,7,0,0,1.4,1.2,0.9,1.2,0.0
21020,2022-12-28,Delta,DCA,PDX,8.4,2.3,2180,3,12,9,0,0,2.5,2.1,1.7,2.1,0.0
21387,2022-12-28,Southwest,BNA,DCA,-5.2,10.8,1117,3,12,15,0,0,0.0,0.0,0.0,0.0,0.0
21900,2022-12-28,JetBlue,ATL,BOS,4.1,9.1,213,3,12,14,0,0,1.2,1.0,0.8,1.0,0.0
23227,2022-12-28,Spirit,CLT,PDX,-14.5,-8.4,1963,3,12,7,0,0,0.0,0.0,0.0,0.0,0.0
23234,2022-12-28,Delta,TPA,JFK,14.1,5.5,2693,3,12,9,0,0,4.2,3.5,2.8,3.5,0.0
23422,2022-12-28,Southwest,SAN,SEA,43.6,36.1,2358,3,12,20,0,0,13.1,10.9,8.7,10.9,1.0
23458,2022-12-28,United,MIA,LAS,,,2022,3,12,20,1,0,0.0,0.0,0.0,0.0,
25016,2022-12-28,Delta,PDX,MSP,,,2076,3,12,13,1,0,0.0,0.0,0.0,0.0,
25569,2022-12-28,Hawaiian,LAS,SFO,2.7,3.5,2560,3,12,5,0,0,0.8,0.7,0.5,0.7,0.0
26748,2022-12-28,American,DEN,SEA,32.0,19.2,871,3,12,16,0,0,9.6,8.0,6.4,8.0,1.0
28378,2022-12-28,JetBlue,ATL,LAS,-12.9,-14.6,2392,3,12,16,0,0,0.0,0.0,0.0,0.0,0.0
30011,2022-12-28,Allegiant,JFK,ATL,-19.8,-10.9,2369,3,12,7,0,0,0.0,0.0,0.0,0.0,0.0
30638,2022-12-28,Southwest,SEA,DEN,-7.2,-12.6,2093,3,12,11,0,0,0.0,0.0,0.0,0.0,0.0
30734,2022-12-28,Delta,SEA,CLT,30.7,32.5,1108,3,12,21,0,0,9.2,7.7,6.1,7.7,1.0
32775,2022-12-28,Alaska,BWI,ORD,-3.1,-19.3,622,3,12,22,0,0,0.0,0.0,0.0,0.0,0.0
33327,2022-12-28,Frontier,SAN,ATL,27.3,23.5,854,3,12,4,0,0,8.2,10.4,5.5,3.3,1.0
37540,2022-12-28,Southwest,TPA,SLC,39.8,48.9,705,3,12,17,0,0,11.9,10.0,8.0,9.9,1.0
38299,2022-12-28,United,DFW,LAS,6.4,11.1,2193,3,12,6,0,0,1.9,1.6,1.3,1.6,0.0
38445,2022-12-28,Southwest,DCA,SEA,20.4,13.7,881,3,12,7,0,0,6.1,5.1,4.1,5.1,0.0
38549,2022-12-28,Delta,EWR,STL,29.5,35.4,1308,3,12,21,0,0,8.8,7.4,5.9,7.4,1.0
39337,2022-12-28,Southwest,STL,MIA,34.4,31.4,1641,3,12,23,0,0,10.3,8.6,6.9,8.6,1.0
40619,2022-12-28,Southwest,HNL,DCA,87.3,93.1,336,3,12,18,0,0,26.2,21.8,17.5,21.8,1.0
42048,2022-12-28,United,SLC,PHX,,,1939,3,12,7,1,0,0.0,0.0,0.0,0.0,
42447,2022-12-28,United,MSP,AUS,85.9,85.3,829,3,12,6,0,0,25.8,21.5,17.2,21.5,1.0
44680,2022-12-28,Delta,BOS,DCA,,,2591,3,12,19,1,0,0.0,0.0,0.0,0.0,
47773,2022-12-28,American,MDW,SFO,1.5,-20.0,1777,3,12,12,0,0,0.4,0.4,0.3,0.4,0.0
47866,2022-12-28,Spirit,IAH,HNL,3.3,-11.6,1958,3,12,10,0,0,1.0,1.3,0.7,0.3,0.0
48364,2022-12-28,American,BNA,AUS,40.1,20.6,701,3,12,9,0,0,12.0,10.0,8.0,10.0,1.0
48728,2022-12-28,American,DEN,TPA,6.0,-0.5,1060,3,12,16,0,0,1.8,1.5,1.2,1.5,0.0
49923,2022-12-28,Southwest,SFO,BOS,11.4,7.5,2043,3,12,20,0,0,3.4,2.8,2.3,2.8,0.0
674,2022-12-29,Southwest,SAN,SFO,-10.9,-21.0,646,4,12,6,0,0,0.0,0.0,0.0,0.0,0.0
836,2022-12-29,Southwest,EWR,ORD,31.8,32.8,1021,4,12,9,0,0,9.5,8.0,6.4,7.9,1.0
1217,2022-12-29,Delta,SFO,TPA,6.6,6.2,962,4,12,18,0,0,2.0,1.6,1.3,1.6,0.0
1232,2022-12-29,Allegiant,SEA,DFW,3.6,2.1,627,4,12,21,0,0,1.1,1.3,0.7,0.5,0.0
2563,2022-12-29,United,MDW,SEA,-14.9,-6.9,1175,4,12,9,0,0,0.0,0.0,0.0,0.0,0.0
3315,2022-12-29,United,DEN,STL,60.0,58.6,2410,4,12,19,0,0,18.0,15.0,12.0,15.0,1.0
3419,2022-12-29,Delta,EWR,SLC,47.1,35.6,2029,4,12,17,0,0,14.1,11.8,9.4,11.8,1.0
4093,2022-12-29,Delta,SFO,SLC,23.8,21.7,1406,4,12,11,0,0,7.1,6.0,4.8,5.9,1.0
4343,2022-12-29,American,BOS,JFK,13.7,13.5,1713,4,12,13,0,0,4.1,3.4,2.7,3.4,0.0
5019,2022-12-29,United,CLT,AUS,12.8,14.7,2668,4,12,6,0,0,3.8,3.2,2.6,3.2,0.0
6772,2022-12-29,Allegiant,MCO,SFO,60.7,44.8,1558,4,12,22,0,0,18.2,21.2,12.1,9.1,1.0
7006,2022-12-29,Southwest,TPA,LAS,13.7,16.5,2457,4,12,12,0,0,4.1,3.4,2.7,3.4,1.0
9086,2022-12-29,Hawaiian,MIA,DTW,-9.3,-3.4,1903,4,12,14,0,0,0.0,0.0,0.0,0.0,0.0
10755,2022-12-29,Southwest,IAH,MDW,26.1,12.2,836,4,12,20,0,0,7.8,6.5,5.2,6.5,0.0
12094,2022-12-29,Delta,MIA,ORD,-8.0,5.0,307,4,12,3,0,0,0.0,0.0,0.0,0.0,0.0
12461,2022-12-29,United,STL,SEA,-1.4,-9.0,1434,4,12,4,0,0,0.0,0.0,0.0,0.0,0.0
12469,2022-12-29,Southwest,SEA,TPA,-14.0,-26.8,807,4,12,10,0,0,0.0,0.0,0.0,0.0,0.0
18242,2022-12-29,Delta,DCA,LAX,27.3,33.7,2596,4,12,11,0,0,8.2,6.8,5.5,6.8,1.0
19564,2022-12-29,United,FLL,DCA,,,813,4,12,20,1,0,0.0,0.0,0.0,0.0,
20198,2022-12-29,Southwest,TPA,BNA,37.2,27.3,2317,4,12,13,0,0,11.2,9.3,7.4,9.3,1.0
21053,2022-12-29,United,BNA,PHX,-2.0,-1.1,2064,4,12,19,0,0,0.0,0.0,0.0,0.0,0.0
21818,2022-12-29,United,MDW,FLL,,,2175,4,12,8,1,0,0.0,0.0,0.0,0.0,
23074,2022-12-29,Delta,DCA,SFO,-0.7,-10.2,481,4,12,14,0,1,0.0,0.0,0.0,0.0,0.0
23361,2022-12-29,United,DCA,ORD,-3.6,-14.9,2419,4,12,16,0,0,0.0,0.0,0.0,0.0,0.0
24066,2022-12-29,Alaska,AUS,SAN,0.3,0.9,2026,4,12,7,0,0,0.1,0.1,0.1,0.1,0.0
24437,2022-12-29,Southwest,SLC,MIA,38.7,38.8,967,4,12,10,0,0,11.6,9.7,7.7,9.7,1.0
26813,2022-12-29,Delta,MCO,HNL,-9.2,-10.2,1759,4,12,12,0,0,0.0,0.0,0.0,0.0,0.0
28357,2022-12-29,American,PDX,BWI,32.6,25.2,1328,4,12,6,0,0,9.8,8.2,6.5,8.1,1.0
31343,2022-12-29,United,SAN,ORD,45.5,46.7,263,4,12,11,0,0,13.6,11.4,9.1,11.4,1.0
35349,2022-12-29,Delta,MSP,DCA,-9.5,-12.1,2199,4,12,11,0,0,0.0,0.0,0.0,0.0,0.0
35733,2022-12-29,American,MIA,HNL,22.0,11.3,471,4,12,9,0,0,6.6,5.5,4.4,5.5,0.0
37953,2022-12-29,JetBlue,TPA,BOS,29.6,47.6,1384,4,12,15,0,0,8.9,7.4,5.9,7.4,1.0
38284,2022-12-29,American,FLL,SEA,10.0,19.4,1863,4,12,15,0,0,3.0,2.5,2.0,2.5,1.0
39070,2022-12-29,Southwest,LAX,ATL,1.7,14.8,2603,4,12,6,0,0,0.5,0.4,0.3,0.4,0.0
39303,2022-12-29,United,SEA,ORD,14.7,25.1,1747,4,12,16,0,0,4.4,3.7,2.9,3.7,1.0
39312,2022-12-29,Southwest,SLC,AUS,9.7,-9.8,705,4,12,12,0,0,2.9,2.4,1.9,2.4,0.0
39865,2022-12-29,American,HNL,BWI,0.2,4.1,2392,4,12,7,0,0,0.1,0.0,0.0,0.0,0.0
42213,2022-12-29,JetBlue,SFO,FLL,7.5,1.6,1909,4,12,17,0,0,2.2,1.9,1.5,1.9,0.0
42859,2022-12-29,Delta,ORD,DTW,7.3,17.1,1273,4,12,18,0,0,2.2,1.8,1.5,1.8,1.0
43179,2022-12-29,Allegiant,LAX,STL,8.2,-13.3,2167,4,12,13,0,0,2.5,2.9,1.6,1.2,0.0
43929,2022-12-29,Delta,BOS,DCA,-8.9,-9.0,2591,4,12,7,0,0,0.0,0.0,0.0,0.0,0.0
44431,2022-12-29,United,SLC,MSP,35.6,43.5,1845,4,12,22,0,0,10.7,8.9,7.1,8.9,1.0
44787,2022-12-29,Delta,DCA,SLC,5.7,5.0,1395,4,12,13,0,0,1.7,1.4,1.1,1.4,0.0
46902,2022-12-29,American,SEA,MSP,1.5,22.4,237,4,12,7,0,0,0.4,0.4,0.3,0.4,1.0
47589,2022-12-29,Delta,MSP,SFO,46.5,54.0,2440,4,12,9,0,0,14.0,11.6,9.3,11.6,1.0
1104,2022-12-30,Southwest,MSP,BOS,14.3,11.2,225,5,12,3,0,0,4.3,3.6,2.9,3.6,0.0
1596,2022-12-30,Delta,DCA,SEA,8.3,-5.9,881,5,12,5,0,0,2.5,2.1,1.7,2.1,0.0
1735,2022-12-30,American,SLC,DTW,,,1999,5,12,20,1,0,0.0,0.0,0.0,0.0,
3727,2022-12-30,American,BWI,EWR,24.1,37.0,2684,5,12,7,0,0,7.2,6.0,4.8,6.0,1.0
4585,2022-12-30,Spirit,MDW,DTW,8.3,22.8,2672,5,12,18,0,0,2.5,3.3,1.7,0.8,1.0
5300,2022-12-30,American,BNA,EWR,11.2,2.2,1735,5,12,9,0,0,3.4,2.8,2.2,2.8,0.0
7451,2022-12-30,Frontier,BNA,LAX,17.3,28.6,2644,5,12,8,0,0,5.2,6.6,3.5,2.1,1.0
7810,2022-12-30,American,MSP,MIA,-7.4,-11.7,1467,5,12,19,0,0,0.0,0.0,0.0,0.0,0.0
8324,2022-12-30,United,LAS,PHX,10.4,15.9,764,5,12,15,0,0,3.1,2.6,2.1,2.6,1.0
9258,2022-12-30,Alaska,JFK,DTW,7.4,-7.1,294,5,12,8,0,0,2.2,1.8,1.5,1.8,0.0
10813,2022-12-30,American,SAN,EWR,10.6,15.8,410,5,12,15,0,0,3.2,2.6,2.1,2.6,1.0
13842,2022-12-30,United,MSP,SLC,184.6,183.7,1114,5,12,6,0,0,55.4,46.2,36.9,46.1,1.0
14375,2022-12-30,Spirit,LAS,EWR,6.6,21.7,2142,5,12,15,0,0,2.0,2.6,1.3,0.7,1.0
16058,2022-12-30,Delta,DTW,PDX,58.9,66.4,740,5,12,18,0,0,17.7,14.7,11.8,14.7,1.0
18231,2022-12-30,Allegiant,MCO,BWI,25.6,42.7,714,5,12,4,0,0,7.7,9.0,5.1,3.8,1.0
18419,2022-12-30,United,MDW,ATL,-9.6,12.6,417,5,12,13,0,0,0.0,0.0,0.0,0.0,0.0
19266,2022-12-30,Delta,ATL,JFK,-10.7,-19.4,2039,5,12,6,0,0,0.0,0.0,0.0,0.0,0.0
20797,2022-12-30,Hawaiian,SEA,DCA,38.1,35.2,2008,5,12,21,0,0,11.4,9.5,7.6,9.5,1.0
21778,2022-12-30,Allegiant,MIA,PDX,4.8,-9.2,2599,5,12,10,0,0,1.4,1.7,1.0,0.7,0.0
21918,2022-12-30,Alaska,BWI,DTW,5.3,-8.7,445,5,12,11,0,0,1.6,1.3,1.1,1.3,0.0
23761,2022-12-30,Delta,STL,HNL,12.7,1.6,209,5,12,16,0,0,3.8,3.2,2.5,3.2,0.0
24477,2022-12-30,Delta,PHX,JFK,-1.2,-20.7,627,5,12,14,0,0,0.0,0.0,0.0,0.0,0.0
24766,2022-12-30,Allegiant,MDW,MSP,34.0,32.5,1416,5,12,17,0,0,10.2,11.9,6.8,5.1,1.0
25540,2022-12-30,Hawaiian,MSP,BNA,8.4,-2.5,1517,5,12,9,0,0,2.5,2.1,1.7,2.1,0.0
25840,2022-12-30,Delta,CLT,LAX,13.5,-0.9,1582,5,12,19,0,0,4.0,3.4,2.7,3.4,0.0
26108,2022-12-30,American,BNA,LAS,26.2,27.8,263,5,12,18,0,0,7.9,6.6,5.2,6.5,1.0
29491,2022-12-30,Delta,EWR,FLL,3.6,11.8,340,5,12,17,0,0,1.1,0.9,0.7,0.9,0.0
34256,2022-12-30,American,LAS,TPA,25.7,13.7,1503,5,12,20,0,0,7.7,6.4,5.1,6.4,0.0
36294,2022-12-30,American,CLT,JFK,44.5,47.8,1623,5,12,12,0,0,13.4,11.1,8.9,11.1,1.0
37177,2022-12-30,Delta,BWI,TPA,8.2,-1.4,2086,5,12,11,0,0,2.5,2.0,1.6,2.0,0.0
37257,2022-12-30,Southwest,TPA,MSP,9.7,16.0,1293,5,12,10,0,0,2.9,2.4,1.9,2.4,1.0
37323,2022-12-30,American,AUS,MDW,27.6,40.9,2538,5,12,14,0,0,8.3,6.9,5.5,6.9,1.0
37362,2022-12-30,Allegiant,ATL,MSP,,,1498,5,12,6,1,0,0.0,0.0,0.0,0.0,
37666,2022-12-30,United,ATL,MIA,13.1,8.3,1212,5,12,9,0,0,3.9,3.3,2.6,3.3,0.0
39196,2022-12-30,Delta,DFW,AUS,28.7,31.6,1382,5,12,21,0,0,8.6,7.2,5.7,7.2,1.0
40200,2022-12-30,American,DCA,JFK,15.9,17.1,533,5,12,18,0,0,4.8,4.0,3.2,4.0,1.0
40279,2022-12-30,United,LAS,PHX,13.4,9.9,764,5,12,8,0,0,4.0,3.4,2.7,3.3,0.0
43041,2022-12-30,Southwest,AUS,HNL,-0.6,1.5,2648,5,12,12,0,1,0.0,0.0,0.0,0.0,0.0
43344,2022-12-30,Southwest,BOS,DCA,4.7,15.7,2591,5,12,15,0,0,1.4,1.2,0.9,1.2,1.0
43991,2022-12-30,United,SFO,LAS,5.5,-2.0,486,5,12,22,0,0,1.6,1.4,1.1,1.4,0.0
44943,2022-12-30,Southwest,STL,PDX,39.8,53.3,1430,5,12,4,0,0,11.9,10.0,8.0,9.9,1.0
47288,2022-12-30,American,SLC,STL,-1.7,-7.6,1649,5,12,13,0,0,0.0,0.0,0.0,0.0,0.0
48243,2022-12-30,JetBlue,PDX,TPA,12.4,-1.6,1345,5,12,18,0,0,3.7,3.1,2.5,3.1,0.0
49160,2022-12-30,Frontier,SFO,MSP,39.2,31.5,331,5,12,10,0,0,11.8,14.9,7.8,4.7,1.0
49527,2022-12-30,JetBlue,SLC,CLT,110.0,125.0,336,5,12,13,0,0,33.0,27.5,22.0,27.5,1.0
49536,2022-12-30,American,SLC,ATL,-1.6,2.3,777,5,12,21,0,0,0.0,0.0,0.0,0.0,0.0
665,2022-12-31,American,LAS,ATL,-6.7,7.7,466,6,12,15,0,0,0.0,0.0,0.0,0.0,0.0
1039,2022-12-31,Frontier,PDX,JFK,9.0,4.3,2088,6,12,10,0,0,2.7,3.4,1.8,1.1,0.0
1244,2022-12-31,Southwest,IAH,ORD,-2.8,-10.6,1206,6,12,18,0,0,0.0,0.0,0.0,0.0,0.0
2591,2022-12-31,United,AUS,LAX,-4.7,-1.5,758,6,12,11,0,0,0.0,0.0,0.0,0.0,0.0
2652,2022-12-31,JetBlue,BOS,DCA,-14.5,-9.0,2591,6,12,9,0,0,0.0,0.0,0.0,0.0,0.0
3606,2022-12-31,American,BOS,DTW,76.2,82.0,1136,6,12,12,0,0,22.9,19.0,15.2,19.0,1.0
5593,2022-12-31,Allegiant,DEN,DFW,4.9,-5.5,1437,6,12,15,0,0,1.5,1.7,1.0,0.7,0.0
7559,2022-12-31,American,SFO,MSP,23.2,34.1,331,6,12,12,0,0,7.0,5.8,4.6,5.8,1.0
7569,2022-12-31,Southwest,DCA,SFO,2.0,15.7,481,6,12,14,0,0,0.6,0.5,0.4,0.5,1.0
7652,2022-12-31,United,SAN,BWI,5.1,-15.9,841,6,12,8,0,0,1.5,1.3,1.0,1.3,0.0
8715,2022-12-31,Frontier,MIA,DTW,7.3,3.4,1903,6,12,17,0,0,2.2,2.8,1.5,0.9,0.0
9399,2022-12-31,JetBlue,DFW,LAS,4.3,-2.1,2193,6,12,18,0,0,1.3,1.1,0.9,1.1,0.0
9679,2022-12-31,Southwest,PDX,DCA,3.4,7.0,2697,6,12,15,0,0,1.0,0.8,0.7,0.8,0.0
9746,2022-12-31,Southwest,STL,LAS,4.8,8.0,2238,6,12,5,0,0,1.4,1.2,1.0,1.2,0.0
11868,2022-12-31,JetBlue,MDW,IAH,66.4,59.4,318,6,12,14,0,0,19.9,16.6,13.3,16.6,1.0
16075,2022-12-31,Hawaiian,DCA,CLT,34.5,26.0,1629,6,12,23,0,1,10.4,8.6,6.9,8.6,1.0
16870,2022-12-31,Delta,STL,SEA,-14.0,-15.7,1434,6,12,6,0,0,0.0,0.0,0.0,0.0,0.0
17245,2022-12-31,Delta,SEA,DTW,,,2249,6,12,12,1,0,0.0,0.0,0.0,0.0,
18155,2022-12-31,Southwest,IAH,HNL,-1.9,-7.3,1958,6,12,15,0,0,0.0,0.0,0.0,0.0,0.0
18567,2022-12-31,Allegiant,IAH,BWI,9.3,14.5,2339,6,12,18,0,0,2.8,3.3,1.9,1.4,0.0
